package,version,date,source,pkg_source,Title,Descp
tinytex,0.38,2022-03-29,R 4.2.0,CRAN,"Helper Functions to Install and Maintain TeX Live, and Compile
LaTeX Documents","Helper functions to install and maintain the 'LaTeX' distribution
  named 'TinyTeX' (<https://yihui.org/tinytex/>), a lightweight, cross-platform,
  portable, and easy-to-maintain version of 'TeX Live'. This package also
  contains helper functions to compile 'LaTeX' documents, and install missing
  'LaTeX' packages automatically."
TMB,1.8.1,2022-03-23,R 4.2.0,CRAN,"Template Model Builder: A General Random Effect Tool Inspired by
'ADMB'","With this tool, a user should be able to quickly implement
    complex random effect models through simple C++ templates. The package combines
    'CppAD' (C++ automatic differentiation), 'Eigen' (templated matrix-vector
    library) and 'CHOLMOD' (sparse matrix routines available from R) to obtain
    an efficient implementation of the applied Laplace approximation with exact
    derivatives. Key features are: Automatic sparseness detection, parallelism
    through 'BLAS' and parallel user templates."
tmle,1.5.0.2,2021-09-06,R 4.2.0,CRAN,Targeted Maximum Likelihood Estimation,"Targeted maximum likelihood estimation of point treatment effects (Targeted Maximum Likelihood Learning, The International Journal of Biostatistics, 2(1), 2006.  This version automatically estimates the additive treatment effect among the treated (ATT) and among the controls (ATC).  The tmle() function calculates the adjusted marginal difference in mean outcome associated with a binary point treatment, for continuous or binary outcomes.  Relative risk and odds ratio estimates are also reported for binary outcomes. Missingness in the outcome is allowed, but not in treatment assignment or baseline covariate values.  The population mean is calculated when there is missingness, and no variation in the treatment assignment. The tmleMSM() function estimates the parameters of a marginal structural model for a binary point treatment effect. Effect estimation stratified by a binary mediating variable is also available. An ID argument can be used to identify repeated measures. Default settings call 'SuperLearner' to estimate the Q and g portions of the likelihood, unless values or a user-supplied regression function are passed in as arguments. "
tmvnsim,1.0-2,2016-12-15,R 4.2.0,CRAN,Truncated Multivariate Normal Simulation,"Importance sampling from the truncated multivariate normal using the GHK (Geweke-Hajivassiliou-Keane) simulator.
  Unlike Gibbs sampling which can get stuck in one truncation sub-region depending on initial values, this package allows 
  truncation based on disjoint regions that are created by truncation of absolute values. The GHK algorithm uses simple Cholesky
  transformation followed by recursive simulation of univariate truncated normals hence there are also no convergence issues. 
  Importance sample is returned along with sampling weights, based on which, one can calculate integrals over truncated regions
  for multivariate normals."
tokenizers,0.2.1,2018-03-29,R 4.2.0,CRAN,"Fast, Consistent Tokenization of Natural Language Text","Convert natural language text into tokens. Includes tokenizers for
    shingled n-grams, skip n-grams, words, word stems, sentences, paragraphs,
    characters, shingled characters, lines, tweets, Penn Treebank, regular
    expressions, as well as functions for counting characters, words, and sentences,
    and a function for splitting longer texts into separate documents, each with
    the same number of words.  The tokenizers have a consistent interface, and
    the package is built on the 'stringi' and 'Rcpp' packages for  fast
    yet correct tokenization in 'UTF-8'. "
touch,0.1-5,2019-11-17,R 4.2.0,CRAN,Tools of Utilization and Cost in Healthcare,"R implementation of the software tools developed in the H-CUP
    (Healthcare Cost and Utilization Project) <https://www.hcup-us.ahrq.gov>
    and AHRQ (Agency for Healthcare Research and Quality)
    <https://www.ahrq.gov>.  It currently contains functions for mapping ICD-9
    codes to the AHRQ comorbidity measures and translating ICD-9
    (resp. ICD-10) codes to ICD-10 (resp. ICD-9) codes based on GEM (General
    Equivalence Mappings) from CMS (Centers for Medicare and Medicaid
    Services)."
traveltime,0.0.2,2022-04-28,tlorusso/traveltime@f90137e9acef2f8c0ea3dccff227c7ef3ea27273,Github,a Traveltime API Wrapper for R,"API Wrapper for the Traveltime Platform API (https://www.traveltimeplatform.com/).
  What area is reachable from a certain location within a given timespan? Allows to get traveltime-isochrones for several transport-modes (public transport, car, bicycle, walking, driving & train) from the traveltime API. The isochrones come into R in form of geometries stored in sf-dataframes. 
  API-Key required: (https://www.traveltimeplatform.com/). For non-commercial use the usage of the API is free up to 10’000 queries a month (max 30 queries per min). For commercial use (e.g. to integrate the API into a website) a license is needed."
triebeard,0.3.0,2016-08-04,R 4.2.0,CRAN,'Radix' Trees in 'Rcpp',"'Radix trees', or 'tries', are key-value data structures optimised for efficient lookups, similar in purpose
             to hash tables. 'triebeard' provides an implementation of 'radix trees' for use in R programming and in
             developing packages with 'Rcpp'."
trimcluster,0.1-5,2020-02-09,R 4.2.0,CRAN,Cluster Analysis with Trimming,Trimmed k-means clustering. The method is described in Cuesta-Albertos et al. (1997) <doi:10.1214/aos/1031833664>.
truncnorm,1.0-8,2018-02-27,R 4.2.0,CRAN,Truncated Normal Distribution,"Density, probability, quantile and random number
        generation functions for the truncated normal distribution."
tseries,0.10-50,2022-03-28,R 4.2.0,CRAN,Time Series Analysis and Computational Finance,Time series analysis and computational finance.
tsibble,1.1.1,2021-12-03,R 4.2.0,CRAN,Tidy Temporal Data Frames and Tools,"Provides a 'tbl_ts' class (the 'tsibble') for
    temporal data in an data- and model-oriented format. The 'tsibble'
    provides tools to easily manipulate and analyse temporal data, such as
    filling in time gaps and aggregating over calendar periods."
TSP,1.2-0,2022-02-21,R 4.2.0,CRAN,Traveling Salesperson Problem (TSP),"Basic infrastructure and some algorithms for the traveling
    salesperson problem (also traveling salesman problem; TSP).
    The package provides some simple algorithms and
    an interface to the Concorde TSP solver and its implementation of the
    Chained-Lin-Kernighan heuristic. The code for Concorde
    itself is not included in the package and has to be obtained separately.
    Hahsler and Hornik (2007) <doi:10.18637/jss.v023.i02>."
TTR,0.24.3,2021-12-12,R 4.2.0,CRAN,Technical Trading Rules,"A collection of over 50 technical indicators for creating technical trading rules. The package also provides fast implementations of common rolling-window functions, and several volatility calculations."
tune,0.2.0,2022-03-19,R 4.2.0,CRAN,Tidy Tuning Tools,"The ability to tune models is important. 'tune' contains
    functions and classes to be used in conjunction with other
    'tidymodels' packages for finding reasonable values of
    hyper-parameters in models, pre-processing methods, and
    post-processing steps."
twang,2.5,2021-10-25,R 4.2.0,CRAN,Toolkit for Weighting and Analysis of Nonequivalent Groups,"Provides functions for propensity score
        estimating and weighting, nonresponse weighting, and diagnosis
        of the weights."
tweenr,1.0.2,2021-03-23,R 4.2.0,CRAN,Interpolate Data for Smooth Animations,"In order to create smooth animation between states of data,
    tweening is necessary. This package provides a range of functions for
    creating tweened data that can be used as basis for animation. Furthermore 
    it adds a number of vectorized interpolaters for common R data 
    types such as numeric, date and colour."
tzdb,0.3.0,2022-03-28,R 4.2.0,CRAN,Time Zone Database Information,"Provides an up-to-date copy of the Internet Assigned Numbers
    Authority (IANA) Time Zone Database. It is updated periodically to
    reflect changes made by political bodies to time zone boundaries, UTC
    offsets, and daylight saving time rules. Additionally, this package
    provides a C++ interface for working with the 'date' library. 'date'
    provides comprehensive support for working with dates and date-times,
    which this package exposes to make it easier for other R packages to
    utilize. Headers are provided for calendar specific calculations,
    along with a limited interface for time zone manipulations."
ucminf,1.1-4,2016-08-18,R 4.2.0,CRAN,General-Purpose Unconstrained Non-Linear Optimization,"An algorithm for general-purpose unconstrained non-linear optimization.
             The algorithm is of quasi-Newton type with BFGS updating of the inverse
             Hessian and soft line search with a trust region type monitoring of the
             input to the line search algorithm. The interface of 'ucminf' is
             designed for easy interchange with 'optim'."
udunits2,0.13.2.1,2022-03-11,R 4.2.0,CRAN,Udunits-2 Bindings for R,Provides simple bindings to Unidata's udunits library.
units,0.8-0,2022-02-05,R 4.2.0,CRAN,Measurement Units for R Vectors,"Support for measurement units in R vectors, matrices
    and arrays: automatic propagation, conversion, derivation
    and simplification of units; raising errors in case of unit
    incompatibility. Compatible with the POSIXct, Date and difftime 
    classes. Uses the UNIDATA udunits library and unit database for 
    unit compatibility checking and conversion.
    Documentation about 'units' is provided in the paper by Pebesma, Mailund &
    Hiebert (2016, <doi:10.32614/RJ-2016-061>), included in this package as a
    vignette; see 'citation(""units"")' for details."
